date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2023-02-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,miscellaneous food,Sugar,KG,aggregate,Retail,KES,149.53,1.2011
2023-02-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,295.73,2.3753
2023-02-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,115.21,0.9254
2023-02-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,vegetables and fruits,Bananas,Unit,aggregate,Retail,KES,20.0,0.1606
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Maize,KG,aggregate,Retail,KES,87.5,0.7028
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,116.67,0.9371
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Potatoes (Irish),KG,aggregate,Retail,KES,78.89,0.6336
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Rice,KG,aggregate,Retail,KES,125.73,1.0099
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Sorghum,KG,aggregate,Retail,KES,73.89,0.5935
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,120.52,0.968
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,"meat, fish and eggs",Meat (beef),KG,aggregate,Retail,KES,600.0,4.8193
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,"meat, fish and eggs",Meat (camel),KG,aggregate,Retail,KES,400.0,3.2129
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,"meat, fish and eggs",Meat (goat),KG,aggregate,Retail,KES,600.0,4.8193
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,87.78,0.705
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,miscellaneous food,Salt,200 G,aggregate,Retail,KES,12.19,0.0979
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,miscellaneous food,Sugar,KG,aggregate,Retail,KES,151.35,1.2157
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,298.54,2.3979
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,130.62,1.0492
2023-02-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,vegetables and fruits,Bananas,Unit,aggregate,Retail,KES,15.0,0.1205
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,cereals and tubers,Maize,KG,aggregate,Retail,KES,74.48,0.5982
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,100.16,0.8045
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,cereals and tubers,Potatoes (Irish),KG,aggregate,Retail,KES,90.0,0.7229
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,cereals and tubers,Rice,KG,aggregate,Retail,KES,127.25,1.0221
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,107.19,0.8609
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,"meat, fish and eggs",Meat (beef),KG,aggregate,Retail,KES,600.0,4.8193
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,"meat, fish and eggs",Meat (goat),KG,aggregate,Retail,KES,600.0,4.8193
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,86.88,0.6978
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.0,0.0803
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,miscellaneous food,Sugar,KG,aggregate,Retail,KES,148.65,1.1939
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,257.4,2.0674
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,140.42,1.1278
2023-02-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,vegetables and fruits,Bananas,Unit,aggregate,Retail,KES,20.0,0.1606
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,cereals and tubers,Maize,KG,aggregate,Retail,KES,60.0,0.4819
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,110.0,0.8835
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,cereals and tubers,Rice,KG,aggregate,Retail,KES,120.0,0.9639
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,cereals and tubers,Sorghum,KG,aggregate,Retail,KES,150.0,1.2048
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,129.44,1.0397
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,72.22,0.5801
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.0,0.0803
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,miscellaneous food,Sugar,KG,aggregate,Retail,KES,152.22,1.2227
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,275.0,2.2088
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,153.89,1.2361
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,cereals and tubers,Maize,KG,aggregate,Retail,KES,67.22,0.5399
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,98.33,0.7898
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,cereals and tubers,Potatoes (Irish),KG,aggregate,Retail,KES,80.0,0.6426
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,cereals and tubers,Rice,KG,aggregate,Retail,KES,138.06,1.1089
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,cereals and tubers,Sorghum,KG,aggregate,Retail,KES,60.0,0.4819
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,122.78,0.9862
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,"meat, fish and eggs",Meat (camel),KG,aggregate,Retail,KES,450.0,3.6145
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,"meat, fish and eggs",Meat (goat),KG,aggregate,Retail,KES,450.0,3.6145
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,80.56,0.647
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,miscellaneous food,Salt,200 G,aggregate,Retail,KES,11.11,0.0892
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,miscellaneous food,Sugar,KG,aggregate,Retail,KES,155.56,1.2494
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,276.11,2.2178
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,146.11,1.1736
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,vegetables and fruits,Bananas,Unit,aggregate,Retail,KES,20.0,0.1606
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 3),3.71394728310406,34.8574686795473,cereals and tubers,Maize,KG,aggregate,Retail,KES,69.44,0.5578
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 3),3.71394728310406,34.8574686795473,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,111.11,0.8925
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 3),3.71394728310406,34.8574686795473,cereals and tubers,Potatoes (Irish),KG,aggregate,Retail,KES,80.0,0.6426
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 3),3.71394728310406,34.8574686795473,cereals and tubers,Rice,KG,aggregate,Retail,KES,145.0,1.1647
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 3),3.71394728310406,34.8574686795473,cereals and tubers,Sorghum,KG,aggregate,Retail,KES,55.56,0.4462
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 3),3.71394728310406,34.8574686795473,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,117.22,0.9415
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 3),3.71394728310406,34.8574686795473,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,76.11,0.6113
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 3),3.71394728310406,34.8574686795473,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.56,0.0848
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 3),3.71394728310406,34.8574686795473,miscellaneous food,Sugar,KG,aggregate,Retail,KES,154.44,1.2405
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 3),3.71394728310406,34.8574686795473,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,266.67,2.1419
2023-02-15,Rift Valley,Turkana,Kalobeyei (Village 3),3.71394728310406,34.8574686795473,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,131.67,1.0576
2023-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3.71708,34.850333,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,100.0,0.8032
2023-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3.71708,34.850333,cereals and tubers,Potatoes (Irish),KG,aggregate,Retail,KES,70.0,0.5622
2023-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3.71708,34.850333,cereals and tubers,Rice,KG,aggregate,Retail,KES,170.0,1.3655
2023-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3.71708,34.850333,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,100.0,0.8032
2023-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3.71708,34.850333,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,80.0,0.6426
2023-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3.71708,34.850333,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.0,0.0803
2023-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3.71708,34.850333,miscellaneous food,Sugar,KG,aggregate,Retail,KES,150.0,1.2048
2023-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3.71708,34.850333,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,360.0,2.8916
2023-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3.71708,34.850333,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,130.0,1.0442
2023-02-15,Rift Valley,Turkana,Mogadishu (Kakuma),3.71708,34.850333,vegetables and fruits,Bananas,Unit,aggregate,Retail,KES,20.0,0.1606
2023-03-15,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,104.82,0.8128
2023-03-15,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,cereals and tubers,Potatoes (Irish),KG,aggregate,Retail,KES,88.88,0.6893
2023-03-15,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,cereals and tubers,Rice,KG,aggregate,Retail,KES,110.01,0.8531
2023-03-15,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,109.28,0.8475
2023-03-15,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.0,0.0775
2023-03-15,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,miscellaneous food,Sugar,KG,aggregate,Retail,KES,129.43,1.0037
2023-03-15,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,267.84,2.0771
2023-03-15,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,147.23,1.1417
2023-03-15,North Eastern,Garissa,Dagahaley (Daadab),0.185656,40.291621,vegetables and fruits,Bananas,Unit,aggregate,Retail,KES,10.0,0.0775
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,cereals and tubers,Maize,KG,aggregate,Retail,KES,50.0,0.3877
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,101.67,0.7884
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,cereals and tubers,Potatoes (Irish),KG,aggregate,Retail,KES,84.51,0.6554
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,cereals and tubers,Rice,KG,aggregate,Retail,KES,102.19,0.7925
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,cereals and tubers,Sorghum,KG,aggregate,Retail,KES,42.69,0.3311
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,100.74,0.7813
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,"meat, fish and eggs",Meat (camel),KG,aggregate,Retail,KES,489.23,3.794
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,"meat, fish and eggs",Meat (goat),KG,aggregate,Retail,KES,500.0,3.8775
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,38.74,0.3004
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.0,0.0775
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,miscellaneous food,Sugar,KG,aggregate,Retail,KES,136.37,1.0575
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,252.41,1.9575
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,150.21,1.1649
2023-03-15,North Eastern,Garissa,Hagadera (Daadab),0.005502,40.367772,vegetables and fruits,Bananas,Unit,aggregate,Retail,KES,11.61,0.0901
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,cereals and tubers,Maize,KG,aggregate,Retail,KES,68.21,0.529
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,110.3,0.8554
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,cereals and tubers,Potatoes (Irish),KG,aggregate,Retail,KES,77.98,0.6048
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,cereals and tubers,Rice,KG,aggregate,Retail,KES,107.53,0.8339
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,114.99,0.8918
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,"meat, fish and eggs",Meat (camel),KG,aggregate,Retail,KES,532.46,4.1292
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,"meat, fish and eggs",Meat (goat),KG,aggregate,Retail,KES,600.0,4.653
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,milk and dairy,"Milk (camel, fresh)",L,aggregate,Retail,KES,200.53,1.5551
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.0,0.0775
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,miscellaneous food,Sugar,KG,aggregate,Retail,KES,128.94,1.0
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,256.69,1.9906
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,147.06,1.1405
2023-03-15,North Eastern,Garissa,IFO (Daadab),0.110807,40.316079,vegetables and fruits,Bananas,Unit,aggregate,Retail,KES,9.81,0.0761
2023-03-15,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,cereals and tubers,Maize,KG,aggregate,Retail,KES,60.0,0.4653
2023-03-15,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,100.0,0.7755
2023-03-15,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,cereals and tubers,Rice,KG,aggregate,Retail,KES,170.0,1.3183
2023-03-15,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,cereals and tubers,Sorghum,KG,aggregate,Retail,KES,65.0,0.5041
2023-03-15,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,105.0,0.8143
2023-03-15,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,80.0,0.6204
2023-03-15,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.0,0.0775
2023-03-15,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,miscellaneous food,Sugar,KG,aggregate,Retail,KES,170.0,1.3183
2023-03-15,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,265.0,2.0551
2023-03-15,Rift Valley,Turkana,HongKong (Kakuma),3.747204,34.83929,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,150.0,1.1632
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,cereals and tubers,Maize,KG,aggregate,Retail,KES,70.0,0.5428
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,105.0,0.8143
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,cereals and tubers,Potatoes (Irish),KG,aggregate,Retail,KES,80.0,0.6204
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,cereals and tubers,Rice,KG,aggregate,Retail,KES,130.0,1.0081
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,cereals and tubers,Sorghum,KG,aggregate,Retail,KES,70.0,0.5428
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,105.0,0.8143
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,"meat, fish and eggs",Meat (camel),KG,aggregate,Retail,KES,450.0,3.4897
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,"meat, fish and eggs",Meat (goat),KG,aggregate,Retail,KES,550.0,4.2652
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,80.0,0.6204
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.0,0.0775
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,miscellaneous food,Sugar,KG,aggregate,Retail,KES,155.0,1.202
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,260.0,2.0163
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,140.0,1.0857
2023-03-15,Rift Valley,Turkana,Kakuma 2,3.752637,34.823365,vegetables and fruits,Bananas,Unit,aggregate,Retail,KES,20.0,0.1551
2023-03-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Maize,KG,aggregate,Retail,KES,70.0,0.5428
2023-03-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,105.0,0.8143
2023-03-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Potatoes (Irish),KG,aggregate,Retail,KES,75.0,0.5816
2023-03-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Rice,KG,aggregate,Retail,KES,142.5,1.1051
2023-03-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Sorghum,KG,aggregate,Retail,KES,70.0,0.5428
2023-03-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,112.5,0.8724
2023-03-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,80.0,0.6204
2023-03-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.0,0.0775
2023-03-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,miscellaneous food,Sugar,KG,aggregate,Retail,KES,172.5,1.3377
2023-03-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,300.0,2.3265
2023-03-15,Rift Valley,Turkana,Kakuma 3,3.768113,34.82177,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,135.0,1.0469
2023-03-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,cereals and tubers,Maize,KG,aggregate,Retail,KES,65.0,0.5041
2023-03-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,110.0,0.853
2023-03-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,cereals and tubers,Rice,KG,aggregate,Retail,KES,143.0,1.109
2023-03-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,105.0,0.8143
2023-03-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,82.5,0.6398
2023-03-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.0,0.0775
2023-03-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,miscellaneous food,Sugar,KG,aggregate,Retail,KES,180.0,1.3959
2023-03-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,350.0,2.7142
2023-03-15,Rift Valley,Turkana,Kakuma 4,3.743085,34.806445,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,120.0,0.9306
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,cereals and tubers,Maize,KG,aggregate,Retail,KES,60.0,0.4653
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,110.0,0.853
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,cereals and tubers,Rice,KG,aggregate,Retail,KES,120.0,0.9306
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,110.0,0.853
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,80.0,0.6204
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,miscellaneous food,Salt,200 G,aggregate,Retail,KES,10.0,0.0775
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,miscellaneous food,Sugar,KG,aggregate,Retail,KES,160.0,1.2408
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,275.0,2.1326
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 1),3.7685127183795,34.7279993724078,pulses and nuts,Beans (dry),KG,aggregate,Retail,KES,150.0,1.1632
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,cereals and tubers,Maize,KG,aggregate,Retail,KES,75.0,0.5816
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,cereals and tubers,Maize flour,KG,aggregate,Retail,KES,110.0,0.853
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,cereals and tubers,Rice,KG,aggregate,Retail,KES,140.0,1.0857
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,cereals and tubers,Wheat flour,KG,aggregate,Retail,KES,115.0,0.8918
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,milk and dairy,Milk (UHT),500 ML,aggregate,Retail,KES,100.0,0.7755
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,miscellaneous food,Salt,200 G,aggregate,Retail,KES,15.0,0.1163
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,miscellaneous food,Sugar,KG,aggregate,Retail,KES,175.0,1.3571
2023-03-15,Rift Valley,Turkana,Kalobeyei (Village 2),3.76088778488338,34.7528316825628,oil and fats,Oil (vegetable),L,aggregate,Retail,KES,280.0,2.1714
