Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,#date+year,#indicator+type,#indicator+value+num,
KEN,1980-01-01,1980-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1980,1980,LCU,7.0560301910,E
KEN,1981-01-01,1981-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1981,1981,LCU,7.5651577930,E
KEN,1982-01-01,1982-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1982,1982,LCU,8.3954799890,E
KEN,1983-01-01,1983-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1983,1983,LCU,8.8055419940,E
KEN,1984-01-01,1984-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1984,1984,LCU,9.5327987070,E
KEN,1985-01-01,1985-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1985,1985,LCU,10.2567420600,E
KEN,1986-01-01,1986-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1986,1986,LCU,11.3684896100,E
KEN,1987-01-01,1987-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1987,1987,LCU,11.5482129800,E
KEN,1988-01-01,1988-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1988,1988,LCU,12.5681837600,E
KEN,1989-01-01,1989-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1989,1989,LCU,13.4927357000,E
KEN,1990-01-01,1990-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1990,1990,LCU,14.7970334800,E
KEN,1991-01-01,1991-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1991,1991,LCU,16.8342356500,E
KEN,1992-01-01,1992-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1992,1992,LCU,17.5464106400,E
KEN,1993-01-01,1993-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1993,1993,LCU,19.9024734300,E
KEN,1994-01-01,1994-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1994,1994,LCU,24.8429260600,E
KEN,1995-01-01,1995-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1995,1995,LCU,25.7690915800,E
KEN,1996-01-01,1996-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1996,1996,LCU,30.4687024500,E
KEN,1997-01-01,1997-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1997,1997,LCU,33.2753633600,E
KEN,1998-01-01,1998-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1998,1998,LCU,35.4796097700,E
KEN,1999-01-01,1999-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",1999,1999,LCU,35.8585427200,E
KEN,2000-01-01,2000-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2000,2000,LCU,38.7194104100,E
KEN,2001-01-01,2001-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2001,2001,LCU,38.6216796200,E
KEN,2002-01-01,2002-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2002,2002,LCU,39.3382394300,E
KEN,2003-01-01,2003-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2003,2003,LCU,40.1047918300,E
KEN,2004-01-01,2004-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2004,2004,LCU,44.5259699700,E
KEN,2005-01-01,2005-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2005,2005,LCU,49.7923537300,E
KEN,2006-01-01,2006-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2006,2006,LCU,52.3875445300,E
KEN,2007-01-01,2007-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2007,2007,LCU,58.4513613000,E
KEN,2008-01-01,2008-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2008,2008,LCU,63.0797614000,E
KEN,2009-01-01,2009-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2009,2009,LCU,72.7044497700,E
KEN,2010-01-01,2010-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2010,2010,LCU,72.4529170900,E
KEN,2011-01-01,2011-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2011,2011,LCU,82.9171651600,E
KEN,2012-01-01,2012-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2012,2012,LCU,89.4169872300,E
KEN,2013-01-01,2013-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2013,2013,LCU,91.3679026300,E
KEN,2014-01-01,2014-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2014,2014,LCU,94.6447794300,E
KEN,2015-01-01,2015-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2015,2015,LCU,100.0000000000,E
KEN,2016-01-01,2016-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2016,2016,LCU,101.1613125000,E
KEN,2017-01-01,2017-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2017,2017,LCU,105.2158147000,E
KEN,2018-01-01,2018-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2018,2018,LCU,107.6099428000,E
KEN,2019-01-01,2019-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2019,2019,LCU,107.9930442000,E
KEN,2020-01-01,2020-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2020,2020,LCU,109.4789244000,E
KEN,2021-01-01,2021-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6180,"Value Local Currency, 2015 prices",2021,2021,LCU,114.1210660000,E
KEN,1970-01-01,1970-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1970,1970,US$,49.2566789500,E
KEN,1971-01-01,1971-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1971,1971,US$,50.4147091900,E
KEN,1972-01-01,1972-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1972,1972,US$,54.2220700300,E
KEN,1973-01-01,1973-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1973,1973,US$,59.3223709800,E
KEN,1974-01-01,1974-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1974,1974,US$,68.3959114700,E
KEN,1975-01-01,1975-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1975,1975,US$,70.9225623700,E
KEN,1976-01-01,1976-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1976,1976,US$,59.6032521200,E
KEN,1977-01-01,1977-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1977,1977,US$,64.9494127200,E
KEN,1978-01-01,1978-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1978,1978,US$,75.0931973700,E
KEN,1979-01-01,1979-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1979,1979,US$,82.5327088800,E
KEN,1980-01-01,1980-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1980,1980,US$,93.3601921500,E
KEN,1981-01-01,1981-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1981,1981,US$,82.0929127500,E
KEN,1982-01-01,1982-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1982,1982,US$,75.4651816600,E
KEN,1983-01-01,1983-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1983,1983,US$,64.9448530400,E
KEN,1984-01-01,1984-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1984,1984,US$,64.9315630200,E
KEN,1985-01-01,1985-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1985,1985,US$,61.2818842700,E
KEN,1986-01-01,1986-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1986,1986,US$,68.7882717000,E
KEN,1987-01-01,1987-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1987,1987,US$,68.9043278900,E
KEN,1988-01-01,1988-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1988,1988,US$,69.5282521000,E
KEN,1989-01-01,1989-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1989,1989,US$,64.3916912500,E
KEN,1990-01-01,1990-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1990,1990,US$,63.3979774700,E
KEN,1991-01-01,1991-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1991,1991,US$,60.0831478100,E
KEN,1992-01-01,1992-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1992,1992,US$,53.4714085700,E
KEN,1993-01-01,1993-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1993,1993,US$,33.6887782800,E
KEN,1994-01-01,1994-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1994,1994,US$,43.5149872500,E
KEN,1995-01-01,1995-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1995,1995,US$,49.1926454100,E
KEN,1996-01-01,1996-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1996,1996,US$,52.3746312700,E
KEN,1997-01-01,1997-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1997,1997,US$,55.6244043400,E
KEN,1998-01-01,1998-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1998,1998,US$,57.7028926900,E
KEN,1999-01-01,1999-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1999,1999,US$,50.0600832700,E
KEN,2000-01-01,2000-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2000,2000,US$,49.9033120700,E
KEN,2001-01-01,2001-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2001,2001,US$,48.2645438500,E
KEN,2002-01-01,2002-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2002,2002,US$,49.0439314300,E
KEN,2003-01-01,2003-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2003,2003,US$,51.8522013000,E
KEN,2004-01-01,2004-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2004,2004,US$,55.2138038700,E
KEN,2005-01-01,2005-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2005,2005,US$,64.7024538000,E
KEN,2006-01-01,2006-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2006,2006,US$,71.3352084500,E
KEN,2007-01-01,2007-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2007,2007,US$,85.2475578000,E
KEN,2008-01-01,2008-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2008,2008,US$,89.5272103800,E
KEN,2009-01-01,2009-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2009,2009,US$,92.2795699300,E
KEN,2010-01-01,2010-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2010,2010,US$,89.7770085600,E
KEN,2011-01-01,2011-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2011,2011,US$,91.6631961700,E
KEN,2012-01-01,2012-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2012,2012,US$,103.8549966000,E
KEN,2013-01-01,2013-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2013,2013,US$,104.1576812000,E
KEN,2014-01-01,2014-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2014,2014,US$,105.6852750000,E
KEN,2015-01-01,2015-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2015,2015,US$,100.0000000000,E
KEN,2016-01-01,2016-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2016,2016,US$,97.8466370100,E
KEN,2017-01-01,2017-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2017,2017,US$,99.8920260900,E
KEN,2018-01-01,2018-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2018,2018,US$,104.2923355000,E
KEN,2019-01-01,2019-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2019,2019,US$,103.9558298000,E
KEN,2020-01-01,2020-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2020,2020,US$,100.9712794000,E
KEN,2021-01-01,2021-12-31,114,'404,Kenya,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2021,2021,US$,102.1931780000,E
