Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,,#indicator+name,,,,#date+year,,,#indicator+type,#indicator+value+num,
KEN,2012-01-01,2012-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,182000.000000,A
KEN,2013-01-01,2013-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,182000.000000,A
KEN,2014-01-01,2014-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,222000.000000,A
KEN,2015-01-01,2015-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,224000.000000,A
KEN,2016-01-01,2016-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,201976.300000,A
KEN,2016-01-01,2016-01-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7001,January,LCU,251426.000000,A
KEN,2016-02-01,2016-02-29,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7002,February,LCU,251566.000000,A
KEN,2016-03-01,2016-03-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7003,March,LCU,251424.000000,A
KEN,2016-04-01,2016-04-30,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7004,April,LCU,251681.000000,A
KEN,2016-05-01,2016-05-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7005,May,LCU,251640.000000,A
KEN,2016-06-01,2016-06-30,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7006,June,LCU,257297.000000,A
KEN,2016-07-01,2016-07-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7007,July,LCU,256446.000000,A
KEN,2016-08-01,2016-08-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7008,August,LCU,256950.000000,A
KEN,2016-09-01,2016-09-30,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7009,September,LCU,256997.000000,A
KEN,2016-10-01,2016-10-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7010,October,LCU,256342.000000,A
KEN,2016-11-01,2016-11-30,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7011,November,LCU,256794.000000,A
KEN,2016-12-01,2016-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2016,2016,7012,December,LCU,257269.000000,A
KEN,2017-01-01,2017-01-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,256577.000000,A
KEN,1996-01-01,1996-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,56250.000000,A
KEN,1997-01-01,1997-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,56250.000000,A
KEN,1998-01-01,1998-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,66667.000000,A
KEN,1999-01-01,1999-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,55556.000000,A
KEN,2000-01-01,2000-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,66667.000000,A
KEN,2001-01-01,2001-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,111111.000000,A
KEN,2002-01-01,2002-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,111111.000000,A
KEN,2003-01-01,2003-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,111111.000000,A
KEN,2004-01-01,2004-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,111111.000000,A
KEN,2005-01-01,2005-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,123388.000000,A
KEN,2006-01-01,2006-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,127792.000000,A
KEN,2007-01-01,2007-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,141813.000000,A
KEN,2008-01-01,2008-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,176485.000000,A
KEN,2009-01-01,2009-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,158437.000000,A
KEN,2010-01-01,2010-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,177777.000000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,177777.000000,A
KEN,2012-01-01,2012-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,182000.000000,A
KEN,2013-01-01,2013-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,182000.000000,A
KEN,2014-01-01,2014-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,222000.000000,A
KEN,2015-01-01,2015-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,224000.000000,A
KEN,2016-01-01,2016-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,201976.300000,A
KEN,1996-01-01,1996-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,984.900000,A
KEN,1997-01-01,1997-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,957.700000,A
KEN,1998-01-01,1998-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,1104.400000,A
KEN,1999-01-01,1999-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,790.000000,A
KEN,2000-01-01,2000-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,875.200000,A
KEN,2001-01-01,2001-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,1414.300000,A
KEN,2002-01-01,2002-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,1410.900000,A
KEN,2003-01-01,2003-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,1463.200000,A
KEN,2004-01-01,2004-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,1403.400000,A
KEN,2005-01-01,2005-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,1633.100000,A
KEN,2006-01-01,2006-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,1772.400000,A
KEN,2007-01-01,2007-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,2106.600000,A
KEN,2008-01-01,2008-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,2551.300000,A
KEN,2009-01-01,2009-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,2048.300000,A
KEN,2010-01-01,2010-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,2243.700000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,2001.800000,A
KEN,2012-01-01,2012-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,2153.100000,A
KEN,2013-01-01,2013-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,2113.300000,A
KEN,2014-01-01,2014-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,2525.000000,A
KEN,2015-01-01,2015-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,2281.600000,A
KEN,2016-01-01,2016-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,1989.800000,A
KEN,1991-01-01,1991-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,12.510000,I
KEN,1992-01-01,1992-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,13.660000,I
KEN,1993-01-01,1993-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,20.820000,I
KEN,1994-01-01,1994-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,23.110000,I
KEN,1995-01-01,1995-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,26.540000,I
KEN,1996-01-01,1996-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,26.040000,I
KEN,1997-01-01,1997-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,26.040000,I
KEN,1998-01-01,1998-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,30.870000,I
KEN,1999-01-01,1999-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,25.720000,I
KEN,2000-01-01,2000-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,30.870000,I
KEN,2001-01-01,2001-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,51.440000,I
KEN,2002-01-01,2002-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,51.440000,I
KEN,2003-01-01,2003-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,51.440000,I
KEN,2004-01-01,2004-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,51.440000,I
KEN,2005-01-01,2005-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,57.130000,I
KEN,2006-01-01,2006-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,59.170000,I
KEN,2007-01-01,2007-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,65.660000,I
KEN,2008-01-01,2008-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,81.710000,I
KEN,2009-01-01,2009-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,73.350000,I
KEN,2010-01-01,2010-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,82.310000,I
KEN,2011-01-01,2011-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,82.310000,I
KEN,2012-01-01,2012-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,84.260000,I
KEN,2013-01-01,2013-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,84.260000,I
KEN,2014-01-01,2014-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,102.780000,I
KEN,2015-01-01,2015-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,103.710000,I
KEN,2016-01-01,2016-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,93.510000,I
KEN,2017-01-01,2017-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,108.560000,I
KEN,2018-01-01,2018-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,117.930000,I
KEN,2019-01-01,2019-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,118.080000,I
KEN,2020-01-01,2020-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,127.900000,I
KEN,2021-01-01,2021-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,138.530000,I
KEN,2022-01-01,2022-12-31,114,'404,Kenya,1062,'0231,"Hen eggs in shell, fresh",5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,147.840000,I
KEN,2011-01-01,2011-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,21504.300000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,21504.300000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,242.100000,A
KEN,1991-01-01,1991-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,30.540000,I
KEN,1992-01-01,1992-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,32.460000,I
KEN,1993-01-01,1993-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,25.400000,I
KEN,1994-01-01,1994-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,32.120000,I
KEN,1995-01-01,1995-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,36.350000,I
KEN,1996-01-01,1996-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,48.340000,I
KEN,1997-01-01,1997-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,54.700000,I
KEN,1998-01-01,1998-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,54.380000,I
KEN,1999-01-01,1999-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,48.130000,I
KEN,2000-01-01,2000-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,47.950000,I
KEN,2001-01-01,2001-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,42.600000,I
KEN,2002-01-01,2002-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,41.500000,I
KEN,2003-01-01,2003-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,45.830000,I
KEN,2004-01-01,2004-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,47.000000,I
KEN,2005-01-01,2005-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,49.750000,I
KEN,2006-01-01,2006-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,56.200000,I
KEN,2007-01-01,2007-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,61.530000,I
KEN,2008-01-01,2008-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,74.300000,I
KEN,2009-01-01,2009-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,80.190000,I
KEN,2010-01-01,2010-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,73.270000,I
KEN,2011-01-01,2011-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,68.640000,I
KEN,2012-01-01,2012-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,79.620000,I
KEN,2013-01-01,2013-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,83.380000,I
KEN,2014-01-01,2014-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,92.500000,I
KEN,2015-01-01,2015-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,100.600000,I
KEN,2016-01-01,2016-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,106.900000,I
KEN,2017-01-01,2017-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,133.890000,I
KEN,2018-01-01,2018-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,137.930000,I
KEN,2019-01-01,2019-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,130.690000,I
KEN,2020-01-01,2020-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,131.290000,I
KEN,2021-01-01,2021-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,131.560000,I
KEN,2022-01-01,2022-12-31,114,'404,Kenya,407,'01254,Leeks and other alliaceous vegetables,5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,131.830000,I
KEN,2008-01-01,2008-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2008,2008,7021,Annual value,LCU,10621.000000,A
KEN,2009-01-01,2009-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2009,2009,7021,Annual value,LCU,10179.000000,A
KEN,2010-01-01,2010-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2010,2010,7021,Annual value,LCU,11684.000000,A
KEN,2011-01-01,2011-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2011,2011,7021,Annual value,LCU,20558.000000,A
KEN,2012-01-01,2012-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2012,2012,7021,Annual value,LCU,16821.000000,A
KEN,2013-01-01,2013-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2013,2013,7021,Annual value,LCU,17872.700000,A
KEN,2014-01-01,2014-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,14117.500000,A
KEN,2015-01-01,2015-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,28933.300000,A
KEN,2016-01-01,2016-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,23631.600000,A
KEN,2016-01-01,2016-01-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7001,January,LCU,73620.000000,A
KEN,2016-02-01,2016-02-29,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7002,February,LCU,75077.000000,A
KEN,2016-03-01,2016-03-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7003,March,LCU,77126.000000,A
KEN,2016-04-01,2016-04-30,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7004,April,LCU,77573.000000,A
KEN,2016-05-01,2016-05-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7005,May,LCU,77254.000000,A
KEN,2016-06-01,2016-06-30,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7006,June,LCU,80564.000000,A
KEN,2016-07-01,2016-07-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7007,July,LCU,77262.000000,A
KEN,2016-08-01,2016-08-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7008,August,LCU,80590.000000,A
KEN,2016-09-01,2016-09-30,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7009,September,LCU,81033.000000,A
KEN,2016-10-01,2016-10-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7010,October,LCU,90778.000000,A
KEN,2016-11-01,2016-11-30,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7011,November,LCU,95946.000000,A
KEN,2016-12-01,2016-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2016,2016,7012,December,LCU,99979.000000,A
KEN,2017-01-01,2017-01-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,101939.000000,A
KEN,2019-01-01,2019-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,29000.000000,A
KEN,2020-01-01,2020-12-31,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,40000.000000,A
KEN,2020-02-01,2020-02-29,114,'404,Kenya,497,'01322,Lemons and limes,5530,Producer Price (LCU/tonne),2020,2020,7002,February,LCU,26000.000000,A
